Close/Last,Volume,Open,High,Low
$230.10 ,47070910,$232.61 ,$233.47 ,$229.55 
$233.67 ,35417250,$233.10 ,$234.33 ,$232.32 
$233.40 ,36087130,$233.32 ,$234.73 ,$232.55 
$231.41 ,38802300,$229.74 ,$233.22 ,$229.57 
$230.57 ,31109500,$229.98 ,$230.82 ,$228.41 
$230.76 ,52286980,$234.08 ,$235.14 ,$227.76 
$235.86 ,38846580,$233.89 ,$236.22 ,$232.60 
$236.48 ,36254470,$234.45 ,$236.85 ,$234.45 
$235.00 ,46431470,$236.18 ,$236.18 ,$234.01 
$232.15 ,32993810,$233.43 ,$233.85 ,$230.52 
$231.78 ,34082240,$231.60 ,$232.12 ,$229.84 
$233.85 ,64751370,$233.61 ,$237.49 ,$232.37 
$231.30 ,39882090,$228.70 ,$231.73 ,$228.60 
$227.55 ,31759190,$229.30 ,$229.41 ,$227.34 
$229.04 ,28183540,$227.78 ,$229.50 ,$227.17 
$229.54 ,33591090,$225.23 ,$229.75 ,$224.83 
$225.77 ,31855690,$224.30 ,$225.98 ,$223.25 
$221.69 ,39505350,$224.50 ,$225.69 ,$221.33 
$226.80 ,37345100,$227.90 ,$228.00 ,$224.13 
$225.67 ,34044160,$225.14 ,$226.81 ,$223.32 
$226.78 ,32880610,$225.89 ,$227.37 ,$223.02 
$226.21 ,63285050,$229.52 ,$229.65 ,$223.74 
$233.00 ,54793390,$230.04 ,$233.00 ,$229.65 
$227.79 ,34025970,$228.46 ,$229.52 ,$227.30 
$227.52 ,36636710,$227.30 ,$228.50 ,$225.41 
$226.37 ,42308720,$224.93 ,$227.29 ,$224.02 
$227.37 ,43556070,$228.65 ,$229.35 ,$225.73 
$226.47 ,54146020,$227.34 ,$229.45 ,$225.81 
$228.20 ,318679900,$229.97 ,$233.09 ,$227.62 
$228.87 ,66781320,$224.99 ,$229.82 ,$224.63 
$220.69 ,59894930,$217.55 ,$222.71 ,$217.54 
$216.79 ,45519340,$215.75 ,$216.90 ,$214.50 
$216.32 ,59357430,$216.54 ,$217.22 ,$213.92 
$222.50 ,36766620,$223.58 ,$224.04 ,$221.91 
$222.77 ,37498230,$222.50 ,$223.55 ,$219.82 
$222.66 ,44587070,$221.46 ,$223.09 ,$217.89 
$220.11 ,51591030,$218.92 ,$221.48 ,$216.73 
$220.91 ,67179970,$220.82 ,$221.27 ,$216.71 
$220.82 ,48423010,$223.95 ,$225.24 ,$219.77 
$222.38 ,36615400,$221.63 ,$225.48 ,$221.52 
$220.85 ,43840200,$221.66 ,$221.78 ,$217.48 
$222.77 ,50190570,$228.55 ,$229.00 ,$221.17 
$229.00 ,52990770,$230.19 ,$230.40 ,$227.48 
$229.79 ,51906300,$230.10 ,$232.92 ,$228.88 
$226.49 ,38052170,$227.92 ,$229.86 ,$225.68 
$228.03 ,35934560,$226.00 ,$228.85 ,$224.89 
$227.18 ,30602210,$226.76 ,$227.28 ,$223.89 
$226.84 ,38677250,$225.66 ,$228.22 ,$224.33 
$224.53 ,43695320,$227.79 ,$228.34 ,$223.90 
$226.40 ,34765480,$226.52 ,$227.98 ,$225.05 
$226.51 ,30299030,$225.77 ,$227.17 ,$225.45 
$225.89 ,40687810,$225.72 ,$225.99 ,$223.04 
$226.05 ,44340240,$223.92 ,$226.83 ,$223.65 
$224.72 ,46414010,$224.60 ,$225.35 ,$222.76 
$221.72 ,41960570,$220.57 ,$223.03 ,$219.70 
$221.27 ,44155330,$219.01 ,$221.89 ,$219.01 
$217.53 ,38028090,$216.07 ,$219.51 ,$215.60 
$216.24 ,42201650,$212.10 ,$216.78 ,$211.97 
$213.31 ,47161150,$213.11 ,$214.20 ,$208.83 
$209.82 ,63516420,$206.90 ,$213.64 ,$206.39 
$207.23 ,69660490,$205.30 ,$209.99 ,$201.07 
$209.27 ,119548600,$199.09 ,$213.50 ,$196.00 
$219.86 ,105568600,$219.15 ,$225.60 ,$217.71 
$218.36 ,62501000,$224.37 ,$224.48 ,$217.02 
$222.08 ,50036260,$221.44 ,$223.82 ,$220.63 
$218.80 ,41643840,$219.19 ,$220.33 ,$216.12 
$218.24 ,36311780,$216.96 ,$219.30 ,$215.75 
$217.96 ,41601350,$218.70 ,$219.49 ,$216.01 
$217.49 ,51391200,$218.93 ,$220.85 ,$214.62 
$218.54 ,61777580,$224.00 ,$224.80 ,$217.13 
$225.01 ,39960260,$224.37 ,$226.94 ,$222.68 
$223.96 ,48201840,$227.01 ,$227.78 ,$223.09 
$224.31 ,49151450,$224.82 ,$226.80 ,$223.28 
$224.18 ,66034590,$230.28 ,$230.44 ,$222.27 
$228.88 ,57345880,$229.45 ,$231.46 ,$226.64 
$234.82 ,43234280,$235.00 ,$236.27 ,$232.33 
$234.40 ,62631250,$236.48 ,$237.23 ,$233.09 
$230.54 ,53046530,$228.92 ,$232.64 ,$228.68 
$227.57 ,64710620,$231.39 ,$232.39 ,$225.77 
$232.98 ,62627690,$229.30 ,$233.08 ,$229.25 
$228.68 ,48169820,$227.93 ,$229.40 ,$226.37 
$227.82 ,59085860,$227.09 ,$227.85 ,$223.25 
$226.34 ,60412410,$221.65 ,$226.45 ,$221.65 
$221.55 ,37369800,$220.00 ,$221.55 ,$219.03 
$220.27 ,58046180,$216.15 ,$220.38 ,$215.10 
$216.75 ,60402930,$212.09 ,$217.51 ,$211.92 
$210.62 ,82542720,$215.77 ,$216.07 ,$210.30 
$214.10 ,49772710,$214.69 ,$215.74 ,$212.35 
$213.25 ,66213190,$211.50 ,$214.86 ,$210.64 
$209.07 ,56713870,$209.15 ,$211.38 ,$208.61 
$208.14 ,80727010,$207.72 ,$212.70 ,$206.59 
$207.49 ,246421400,$210.39 ,$211.89 ,$207.11 
$209.68 ,86172450,$213.93 ,$214.24 ,$208.85 
$214.29 ,79943250,$217.59 ,$218.63 ,$213.00 
$216.67 ,93728300,$213.37 ,$218.95 ,$212.72 
$212.49 ,70122750,$213.85 ,$215.17 ,$211.30 
$214.24 ,97862730,$214.74 ,$216.75 ,$211.60 
$213.07 ,198134300,$207.37 ,$220.20 ,$206.90 
$207.15 ,172373300,$193.65 ,$207.16 ,$193.63 
$193.12 ,97262080,$196.90 ,$197.30 ,$192.15 
$196.89 ,53103910,$194.65 ,$196.94 ,$194.14 
$194.48 ,41181750,$195.69 ,$196.50 ,$194.17 
$195.87 ,54156790,$195.40 ,$196.90 ,$194.87 
$194.35 ,47471450,$194.64 ,$195.32 ,$193.03 
$194.03 ,50080540,$192.90 ,$194.99 ,$192.52 
$192.25 ,75158280,$191.44 ,$192.57 ,$189.91 
$191.29 ,49947940,$190.76 ,$192.18 ,$190.63 
$190.29 ,53068020,$189.61 ,$192.25 ,$189.51 
$189.99 ,52280050,$191.51 ,$193.00 ,$189.10 
$189.98 ,36326980,$188.82 ,$190.58 ,$188.04 
$186.88 ,51005920,$190.98 ,$191.00 ,$186.63 
$190.90 ,34648550,$192.27 ,$192.82 ,$190.27 
$192.35 ,42309400,$191.09 ,$192.73 ,$190.92 
$191.04 ,44361280,$189.33 ,$191.92 ,$189.01 
$189.87 ,41282930,$189.51 ,$190.81 ,$189.18 
$189.84 ,52845230,$190.47 ,$191.10 ,$189.66 
$189.72 ,70399990,$187.91 ,$190.65 ,$187.37 
$187.43 ,52393620,$187.51 ,$188.30 ,$186.29 
$186.28 ,72044810,$185.44 ,$187.10 ,$184.62 
$183.05 ,50759500,$184.90 ,$185.09 ,$182.13 
$184.57 ,48982970,$182.56 ,$184.66 ,$182.11 
$182.74 ,45057090,$182.85 ,$183.07 ,$181.45 
$182.40 ,77305770,$183.45 ,$184.90 ,$181.32 
$181.71 ,78569670,$182.35 ,$184.20 ,$180.42 
$183.38 ,163224100,$186.65 ,$187.00 ,$182.66 
$173.03 ,94214920,$172.51 ,$173.42 ,$170.89 
$169.30 ,50383150,$169.58 ,$172.71 ,$169.11 
$170.33 ,65934780,$173.33 ,$174.99 ,$170.00 
$173.50 ,68169420,$173.37 ,$176.03 ,$173.10 
$169.30 ,44838350,$169.88 ,$171.34 ,$169.18 
$169.89 ,50558330,$169.53 ,$170.61 ,$168.15 
$169.02 ,48251840,$166.54 ,$169.30 ,$166.21 
$166.90 ,49537760,$165.35 ,$167.05 ,$164.92 
$165.84 ,48116440,$165.52 ,$167.26 ,$164.77 
$165.00 ,68149380,$166.21 ,$166.40 ,$164.08 
$167.04 ,43122900,$168.03 ,$168.64 ,$166.55 
$168.00 ,50901210,$169.61 ,$170.65 ,$168.00 
$169.38 ,73711240,$171.75 ,$173.76 ,$168.27 
$172.69 ,73531770,$175.36 ,$176.63 ,$172.50 
$176.55 ,101670900,$174.26 ,$178.36 ,$174.21 
$175.04 ,91070280,$168.34 ,$175.46 ,$168.16 
$167.78 ,49709340,$168.80 ,$169.09 ,$167.11 
$169.67 ,42451210,$168.70 ,$170.08 ,$168.35 
$168.45 ,37425510,$169.03 ,$169.20 ,$168.24 
$169.58 ,42104830,$169.59 ,$170.39 ,$168.95 
$168.82 ,53704390,$170.29 ,$171.92 ,$168.82 
$169.65 ,47691720,$168.79 ,$170.68 ,$168.58 
$168.84 ,49329480,$169.08 ,$169.34 ,$168.23 
$170.03 ,46240500,$171.19 ,$171.25 ,$169.48 
$171.48 ,65672690,$171.75 ,$172.23 ,$170.51 
$173.31 ,60273270,$170.41 ,$173.60 ,$170.11 
$169.71 ,57388450,$170.00 ,$171.42 ,$169.58 
$170.85 ,54288330,$170.57 ,$171.94 ,$169.45 
$172.28 ,71160140,$171.76 ,$173.05 ,$170.06 
$171.37 ,106181300,$177.05 ,$177.49 ,$170.84 
$178.67 ,53423100,$175.72 ,$178.67 ,$175.09 
$176.08 ,55215240,$174.34 ,$176.61 ,$173.03 
$173.72 ,75604180,$175.57 ,$177.71 ,$173.52 
$172.62 ,121752700,$171.17 ,$172.62 ,$170.29 
$173.00 ,72913510,$172.91 ,$174.31 ,$172.05 
$171.13 ,52488690,$172.77 ,$173.19 ,$170.76 
$173.23 ,59825370,$173.15 ,$174.03 ,$171.01 
$172.75 ,60139470,$172.94 ,$174.38 ,$172.05 
$170.73 ,76267040,$169.00 ,$173.70 ,$168.94 
$169.00 ,71765060,$169.15 ,$170.73 ,$168.49 
$169.12 ,68587710,$171.06 ,$171.24 ,$168.68 
$170.12 ,95132360,$170.76 ,$172.04 ,$169.62 
$175.10 ,81510100,$176.15 ,$176.90 ,$173.79 
$179.66 ,73563080,$179.55 ,$180.53 ,$177.38 
$180.75 ,136682600,$181.27 ,$182.57 ,$179.53 
$181.42 ,48953940,$182.51 ,$183.12 ,$180.13 
$182.63 ,54318850,$181.10 ,$183.92 ,$179.56 
$181.16 ,40867420,$182.24 ,$182.76 ,$180.65 
$182.52 ,45119680,$185.01 ,$185.04 ,$182.23 
$184.37 ,52292210,$183.48 ,$184.96 ,$182.46 
$182.32 ,41529670,$181.94 ,$182.89 ,$180.66 
$181.56 ,53665550,$181.79 ,$182.43 ,$180.00 
$182.31 ,49752470,$183.42 ,$184.85 ,$181.67 
$183.86 ,65434500,$183.55 ,$184.49 ,$181.35 
$184.15 ,54630520,$185.32 ,$185.53 ,$182.44 
$185.04 ,56529530,$185.77 ,$186.21 ,$183.51 
$187.15 ,41781930,$188.42 ,$188.67 ,$186.79 
$188.85 ,45155220,$188.65 ,$189.99 ,$188.00 
$188.32 ,40962050,$189.39 ,$189.54 ,$187.35 
$189.41 ,53438960,$190.64 ,$191.05 ,$188.61 
$189.30 ,43490760,$186.86 ,$189.31 ,$186.77 
$187.68 ,69668820,$188.15 ,$189.25 ,$185.84 
$185.85 ,102551700,$179.86 ,$187.33 ,$179.25 
$186.86 ,64885410,$183.99 ,$186.95 ,$183.82 
$184.40 ,55467800,$187.04 ,$187.10 ,$184.35 
$188.04 ,55859370,$190.94 ,$191.80 ,$187.47 
$191.73 ,47145620,$192.01 ,$192.20 ,$189.58 
$192.42 ,44594010,$194.27 ,$194.76 ,$191.94 
$194.17 ,54822130,$195.22 ,$196.27 ,$193.11 
$194.50 ,53631320,$195.42 ,$196.38 ,$194.34 
$195.18 ,42355590,$195.02 ,$195.75 ,$193.83 
$193.89 ,60133850,$192.30 ,$195.33 ,$192.26 
$191.56 ,68902990,$189.33 ,$191.95 ,$188.82 
$188.63 ,78005750,$186.09 ,$189.14 ,$185.83 
$182.68 ,47317430,$181.27 ,$182.93 ,$180.30 
$183.63 ,65603040,$182.16 ,$184.26 ,$180.93 
$185.92 ,40477780,$186.06 ,$186.74 ,$185.19 
$185.59 ,49128410,$186.54 ,$187.05 ,$183.62 
$186.19 ,46792910,$184.35 ,$186.40 ,$183.92 
$185.14 ,42841810,$183.92 ,$185.15 ,$182.73 
$185.56 ,59144470,$182.09 ,$185.60 ,$181.50 
$181.18 ,62379660,$181.99 ,$182.76 ,$180.17 
$181.91 ,71983570,$182.15 ,$183.09 ,$180.88 
$184.25 ,58414460,$184.22 ,$185.88 ,$183.43 
$185.64 ,82488670,$187.15 ,$188.44 ,$183.89 
$192.53 ,42672150,$193.90 ,$194.40 ,$191.73 
$193.58 ,34049900,$194.14 ,$194.66 ,$193.17 
$193.15 ,48087680,$192.49 ,$193.50 ,$191.09 
$193.05 ,28919310,$193.61 ,$193.89 ,$192.83 
$193.60 ,37149570,$195.18 ,$195.41 ,$192.97 
$194.68 ,46482550,$196.10 ,$197.08 ,$193.50 
$194.83 ,52242820,$196.90 ,$197.68 ,$194.83 
$196.94 ,40714050,$196.16 ,$196.95 ,$195.89 
$195.89 ,55751860,$196.09 ,$196.63 ,$194.39 
$197.57 ,128538400,$197.53 ,$198.40 ,$197.00 
$198.11 ,66831570,$198.02 ,$199.62 ,$196.16 
$197.96 ,70404180,$195.09 ,$198.00 ,$194.85 
$194.71 ,52696900,$193.08 ,$194.72 ,$191.72 
$193.18 ,60943700,$193.11 ,$193.49 ,$191.42 
$195.71 ,53406360,$194.20 ,$195.99 ,$193.67 
$194.27 ,47477660,$193.63 ,$195.00 ,$193.59 
$192.32 ,41089740,$194.45 ,$194.76 ,$192.11 
$193.42 ,66628400,$190.21 ,$194.40 ,$190.18 
$189.43 ,43389520,$189.98 ,$190.05 ,$187.45 
$191.24 ,45704820,$190.33 ,$191.56 ,$189.23 
$189.95 ,48794370,$189.84 ,$190.32 ,$188.19 
$189.37 ,43014220,$190.90 ,$192.09 ,$188.97 
$190.40 ,38415420,$189.78 ,$191.08 ,$189.40 
$189.79 ,40552610,$189.92 ,$190.67 ,$188.90 
$189.97 ,24048340,$190.87 ,$190.90 ,$189.25 
$191.31 ,39630010,$191.49 ,$192.93 ,$190.83 
$190.64 ,38134490,$191.41 ,$191.52 ,$189.74 
$191.45 ,46538610,$189.89 ,$191.91 ,$189.88 
$189.69 ,50941400,$190.25 ,$190.38 ,$188.57 
$189.71 ,54412920,$189.57 ,$190.96 ,$188.65 
$188.01 ,53790500,$187.85 ,$189.50 ,$187.78 
$187.44 ,60108380,$187.70 ,$188.11 ,$186.30 
$184.80 ,43627520,$185.82 ,$186.03 ,$184.21 
$186.40 ,66177920,$183.97 ,$186.57 ,$183.53 
$182.41 ,53763540,$182.96 ,$184.12 ,$181.81 
$182.89 ,49340280,$182.35 ,$183.45 ,$181.59 
$181.82 ,70529970,$179.18 ,$182.44 ,$178.97 
$179.23 ,63841310,$176.38 ,$179.43 ,$176.21 
$176.65 ,79829250,$174.24 ,$176.82 ,$173.35 
$177.57 ,77334750,$175.52 ,$177.78 ,$175.46 
$173.97 ,56934910,$171.00 ,$174.23 ,$170.12 
$170.77 ,44846020,$169.35 ,$170.90 ,$167.90 
$170.29 ,51130960,$169.02 ,$171.17 ,$168.87 
$168.22 ,58499130,$166.91 ,$168.96 ,$166.83 
$166.89 ,70625260,$170.37 ,$171.38 ,$165.67 
$171.10 ,57156960,$171.88 ,$173.06 ,$170.65 
$173.44 ,43816640,$173.05 ,$173.67 ,$171.45 
$173.00 ,55980110,$170.91 ,$174.01 ,$169.93 
$172.88 ,64244030,$175.31 ,$175.42 ,$172.64 
$175.46 ,59302860,$176.04 ,$177.84 ,$175.19 
$175.84 ,54764380,$175.58 ,$177.58 ,$175.11 
$177.15 ,57549350,$176.65 ,$178.42 ,$174.80 
$178.72 ,52516980,$176.75 ,$179.08 ,$176.51 
$178.85 ,51456080,$181.42 ,$181.93 ,$178.14 
$180.71 ,56743120,$180.07 ,$182.34 ,$179.04 
$179.80 ,47551100,$178.20 ,$179.85 ,$177.60 
$178.39 ,43698020,$178.10 ,$179.72 ,$177.95 
$178.99 ,42390770,$176.81 ,$179.05 ,$175.80 
$177.49 ,57266680,$173.80 ,$177.99 ,$173.18 
$174.91 ,48527920,$173.79 ,$175.45 ,$172.68 
$173.66 ,53020290,$171.09 ,$174.21 ,$170.97 
$172.40 ,49594610,$172.26 ,$173.63 ,$170.82 
$173.75 ,52164540,$171.22 ,$174.30 ,$170.93 
$171.21 ,51861080,$172.02 ,$173.07 ,$170.34 
$170.69 ,56294420,$169.34 ,$172.03 ,$167.62 
$170.43 ,66921810,$172.62 ,$173.04 ,$169.05 
$171.96 ,64588950,$174.82 ,$175.20 ,$171.66 
$176.08 ,46172740,$174.20 ,$176.97 ,$174.15 
$174.79 ,56725390,$174.67 ,$177.08 ,$174.05 
$173.93 ,63149120,$174.55 ,$176.30 ,$173.86 
$175.49 ,58436180,$179.26 ,$179.70 ,$175.40 
$179.07 ,51826940,$177.52 ,$179.63 ,$177.13 
$177.97 ,67257570,$176.48 ,$179.38 ,$176.17 
$175.01 ,109259500,$176.48 ,$176.50 ,$173.82 
$175.74 ,60895760,$174.00 ,$176.10 ,$173.58 
$174.21 ,84267930,$176.51 ,$177.30 ,$173.98 
$176.30 ,90370190,$179.49 ,$180.13 ,$174.82 
$179.36 ,58953050,$180.07 ,$180.30 ,$177.34 
$178.18 ,65602070,$178.35 ,$180.24 ,$177.79 
$177.56 ,112488800,$175.18 ,$178.21 ,$173.54 
$182.91 ,81755820,$188.40 ,$188.85 ,$181.47 
$189.70 ,45280030,$188.28 ,$189.98 ,$187.61 
$189.46 ,45766500,$189.49 ,$189.92 ,$188.28 
$187.87 ,60794470,$187.84 ,$189.12 ,$187.48 
$187.65 ,60813890,$184.94 ,$187.85 ,$184.74 
$184.12 ,53003950,$179.70 ,$184.90 ,$179.50 
$180.19 ,43820700,$180.09 ,$180.59 ,$178.55 
$178.61 ,51449590,$177.38 ,$179.15 ,$175.82 
$176.38 ,54945800,$180.67 ,$181.10 ,$176.01 
$181.12 ,52722750,$178.52 ,$181.55 ,$178.33 
$177.23 ,42084250,$177.06 ,$177.68 ,$176.25 
$175.84 ,46311880,$175.07 ,$176.13 ,$173.74 
$174.49 ,61172150,$172.30 ,$175.10 ,$171.96 
$174.00 ,66062880,$177.14 ,$177.51 ,$173.48 
$176.57 ,46964860,$177.13 ,$178.54 ,$176.50 
$177.45 ,43622590,$178.88 ,$179.48 ,$177.05 
$179.46 ,43675630,$177.97 ,$179.69 ,$177.31 
$177.79 ,52036670,$177.32 ,$178.62 ,$176.55 
$177.97 ,54686850,$179.48 ,$180.75 ,$177.60 
$178.19 ,60378490,$180.87 ,$180.93 ,$177.01 
$179.80 ,67823000,$179.69 ,$180.27 ,$177.58 
$178.85 ,97576070,$182.13 ,$183.13 ,$177.35 
$181.99 ,115956800,$185.52 ,$187.38 ,$181.92 
$191.17 ,62243280,$191.57 ,$192.37 ,$190.69 
$192.58 ,50389330,$195.04 ,$195.18 ,$191.85 
$195.61 ,35281430,$196.24 ,$196.73 ,$195.28 
$196.45 ,38824110,$196.06 ,$196.49 ,$195.26 
$195.83 ,48291440,$194.67 ,$196.63 ,$194.14 
$193.22 ,47460180,$196.02 ,$197.20 ,$192.55 
$194.50 ,47471870,$193.67 ,$195.64 ,$193.32 
$193.62 ,37283200,$193.33 ,$194.44 ,$192.92 
$192.75 ,45505100,$193.41 ,$194.91 ,$192.25 
$191.94 ,71951680,$194.10 ,$194.97 ,$191.23 
$193.13 ,59581200,$195.09 ,$196.47 ,$192.50 
$195.10 ,80507320,$193.10 ,$198.23 ,$192.65 
$193.73 ,48353770,$193.35 ,$194.33 ,$192.42 
$193.99 ,50520160,$191.90 ,$194.32 ,$191.81 
$190.69 ,41616240,$190.23 ,$191.18 ,$189.63 
$190.54 ,41342340,$190.50 ,$191.19 ,$189.78 
$189.77 ,60750250,$189.68 ,$191.70 ,$188.47 
$188.08 ,46638120,$189.16 ,$189.30 ,$186.60 
$188.61 ,59922160,$189.26 ,$189.99 ,$187.04 
$190.68 ,46815000,$191.41 ,$192.67 ,$190.24 
$191.81 ,45156010,$189.84 ,$192.02 ,$189.20 
$191.33 ,46920260,$191.57 ,$192.98 ,$190.62 
$192.46 ,31346600,$193.78 ,$193.88 ,$191.76 
$193.97 ,85213220,$191.63 ,$194.48 ,$191.26 
$189.59 ,46347310,$189.08 ,$190.07 ,$188.94 
$189.25 ,51216800,$187.93 ,$189.90 ,$187.60 
$188.06 ,50730850,$185.89 ,$188.39 ,$185.67 
$185.27 ,48088660,$186.83 ,$188.05 ,$185.23 
$186.68 ,53117000,$185.55 ,$187.56 ,$185.01 
$187.00 ,51245330,$183.74 ,$187.05 ,$183.67 
$183.96 ,49515700,$184.90 ,$185.41 ,$182.59 
$185.01 ,49799090,$184.41 ,$186.10 ,$184.41 
$184.92 ,101256200,$186.73 ,$186.99 ,$184.27 
$186.01 ,65433170,$183.96 ,$186.52 ,$183.78 
$183.95 ,57462880,$183.37 ,$184.39 ,$182.02 
$183.31 ,54929130,$182.80 ,$184.15 ,$182.44 
$183.79 ,54755000,$181.27 ,$183.89 ,$180.97 
$180.96 ,48899970,$181.50 ,$182.23 ,$180.63 
$180.57 ,50214880,$177.90 ,$180.84 ,$177.46 
$177.82 ,61944620,$178.44 ,$181.21 ,$177.32 
$179.21 ,64848370,$179.97 ,$180.12 ,$177.43 
$179.58 ,121946500,$182.63 ,$184.95 ,$178.04 
$180.95 ,61996910,$181.03 ,$181.78 ,$179.26 
$180.09 ,68901810,$177.70 ,$180.12 ,$176.93 
$177.25 ,99625290,$177.33 ,$179.35 ,$176.76 
$177.30 ,55964400,$176.96 ,$178.99 ,$176.57 
$175.43 ,54834980,$173.32 ,$175.77 ,$173.11 
$172.99 ,56058260,$172.41 ,$173.90 ,$171.69 
$171.84 ,45143490,$171.09 ,$172.42 ,$170.52 
$171.56 ,50747260,$173.13 ,$173.38 ,$171.28 
$174.20 ,43570930,$173.98 ,$174.71 ,$173.45 
$175.16 ,55809480,$176.39 ,$176.39 ,$174.94 
$175.05 ,65496660,$173.00 ,$175.24 ,$172.58 
$172.69 ,57951600,$171.71 ,$172.93 ,$170.42 
$172.07 ,42110290,$171.99 ,$173.14 ,$171.80 
$172.07 ,37266660,$173.16 ,$173.21 ,$171.47 
$172.57 ,45533140,$173.62 ,$174.06 ,$171.00 
$173.75 ,49514680,$173.85 ,$174.59 ,$172.17 
$173.56 ,53724500,$173.02 ,$174.03 ,$171.90 
$171.77 ,45326870,$173.05 ,$173.54 ,$171.60 
$173.50 ,55962790,$172.48 ,$173.85 ,$172.11 
$173.57 ,113453200,$170.98 ,$174.30 ,$170.76 
$165.79 ,81235430,$164.89 ,$167.04 ,$164.31 
$167.45 ,65136020,$169.50 ,$170.92 ,$167.16 
$168.54 ,48425700,$170.09 ,$170.35 ,$167.54 
$169.59 ,52472940,$169.28 ,$170.45 ,$168.64 
$169.68 ,55275850,$168.49 ,$169.85 ,$167.88 
$168.41 ,64902330,$165.19 ,$168.56 ,$165.19 
$163.76 ,45498800,$163.06 ,$165.28 ,$162.80 
$163.77 ,48714060,$165.19 ,$166.31 ,$163.73 
$165.33 ,41949580,$165.00 ,$165.60 ,$163.89 
$165.02 ,58337340,$165.05 ,$166.45 ,$164.49 
$166.65 ,52456380,$166.09 ,$167.87 ,$165.56 
$167.63 ,47720170,$165.80 ,$168.16 ,$165.54 
$166.47 ,49923010,$166.10 ,$167.41 ,$165.65 
$165.23 ,41516220,$165.09 ,$165.39 ,$164.03 
$165.21 ,49386480,$164.59 ,$166.32 ,$163.82 
$165.56 ,68445650,$161.63 ,$165.80 ,$161.42 
$160.10 ,50133060,$161.22 ,$162.06 ,$159.78 
$160.80 ,47644220,$162.35 ,$162.36 ,$160.51 
$162.03 ,47716880,$161.42 ,$162.03 ,$160.08 
$164.66 ,45390120,$162.43 ,$164.96 ,$162.00 
$163.76 ,51511740,$164.74 ,$165.05 ,$161.80 
$165.63 ,46278300,$166.60 ,$166.84 ,$165.11 
$166.17 ,56976190,$164.27 ,$166.29 ,$164.22 
$164.90 ,68749790,$162.44 ,$165.00 ,$161.91 
$162.36 ,49501690,$161.53 ,$162.47 ,$161.27 
$160.77 ,51305690,$159.37 ,$161.05 ,$159.35 
$157.65 ,45992150,$157.97 ,$158.49 ,$155.98 
$158.28 ,52390270,$159.94 ,$160.77 ,$157.87 
$160.25 ,59256340,$158.86 ,$160.34 ,$157.85 
$158.93 ,67622060,$158.83 ,$161.55 ,$157.68 
$157.83 ,75701810,$159.30 ,$162.14 ,$157.81 
$159.28 ,73938290,$157.32 ,$159.40 ,$156.54 
$157.40 ,73641420,$155.07 ,$157.82 ,$154.15 
$155.00 ,98944630,$156.08 ,$156.74 ,$154.28 
$155.85 ,76254420,$152.16 ,$156.46 ,$151.64 
$152.99 ,77167870,$151.19 ,$153.25 ,$149.92 
$152.59 ,73695890,$151.28 ,$153.40 ,$150.10 
$150.47 ,84457120,$147.81 ,$153.14 ,$147.70 
$148.50 ,68572400,$150.21 ,$150.94 ,$147.61 
$150.59 ,53833580,$153.56 ,$154.54 ,$150.23 
